kernel: rbf, c: 3.3575260801454165, gamma: 0.0515606340247878, train_acc: 97.11111111111111, test_acc: 90.81481481481481
kernel: rbf, c: 3.257682446872638, gamma: 0.015669712600143517, train_acc: 89.03703703703704, test_acc: 87.1111111111111
kernel: rbf, c: 2.696657190367725, gamma: 0.02408535897097541, train_acc: 91.66666666666666, test_acc: 88.14814814814815
kernel: rbf, c: 4.597270304821052, gamma: 0.021629238354608116, train_acc: 92.51851851851852, test_acc: 88.74074074074075
kernel: rbf, c: 2.756009568012095, gamma: 0.04101761827732166, train_acc: 95.0, test_acc: 90.07407407407408
kernel: rbf, c: 2.8533575726370133, gamma: 0.0897044942596392, train_acc: 99.48148148148148, test_acc: 90.51851851851852
kernel: rbf, c: 4.5177636964810395, gamma: 0.025154530140723975, train_acc: 93.62962962962963, test_acc: 89.77777777777777
kernel: rbf, c: 4.461126855118535, gamma: 0.011616104978496838, train_acc: 88.07407407407408, test_acc: 86.22222222222223
kernel: rbf, c: 4.022693780064535, gamma: 0.09969427913209108, train_acc: 99.92592592592592, test_acc: 89.48148148148148
kernel: rbf, c: 3.391238677415167, gamma: 0.017242129006342224, train_acc: 89.85185185185185, test_acc: 87.70370370370371
kernel: rbf, c: 3.393257432811338, gamma: 0.04436869741923728, train_acc: 96.18518518518519, test_acc: 90.66666666666666
kernel: rbf, c: 3.7097871948249184, gamma: 0.07845340776965463, train_acc: 99.44444444444444, test_acc: 90.37037037037037
kernel: rbf, c: 2.4213464442213093, gamma: 0.06903517036644904, train_acc: 97.77777777777777, test_acc: 90.96296296296296
kernel: rbf, c: 3.557921257722469, gamma: 0.04415229421913302, train_acc: 96.33333333333334, test_acc: 90.81481481481481
kernel: rbf, c: 2.8260473918615316, gamma: 0.04889391075142873, train_acc: 96.18518518518519, test_acc: 91.25925925925927
kernel: rbf, c: 3.8282937181393337, gamma: 0.033785077198164204, train_acc: 95.03703703703704, test_acc: 89.92592592592594
kernel: rbf, c: 4.379819140425699, gamma: 0.03639028542516313, train_acc: 95.92592592592592, test_acc: 90.66666666666666
kernel: rbf, c: 4.296902910636643, gamma: 0.027385485904469365, train_acc: 94.07407407407408, test_acc: 89.48148148148148
kernel: rbf, c: 3.2483545096999444, gamma: 0.0494755495067731, train_acc: 96.81481481481482, test_acc: 90.81481481481481
kernel: rbf, c: 2.525905267885026, gamma: 0.01741307783744891, train_acc: 89.22222222222223, test_acc: 87.1111111111111
kernel: rbf, c: 4.240530463035193, gamma: 0.032129771190331474, train_acc: 95.07407407407408, test_acc: 90.22222222222223
kernel: rbf, c: 4.64667879977978, gamma: 0.04160597366817163, train_acc: 96.77777777777777, test_acc: 90.51851851851852
kernel: rbf, c: 2.6305268495212224, gamma: 0.013833079155282764, train_acc: 87.44444444444444, test_acc: 85.92592592592592
kernel: rbf, c: 4.333864592315793, gamma: 0.06526229969284497, train_acc: 99.03703703703704, test_acc: 90.81481481481481
kernel: rbf, c: 3.4930860899335876, gamma: 0.011996911392781346, train_acc: 87.29629629629629, test_acc: 86.07407407407408
kernel: rbf, c: 3.645166347663432, gamma: 0.030105193499350126, train_acc: 94.18518518518518, test_acc: 89.62962962962962
kernel: rbf, c: 2.3946734764566493, gamma: 0.03079309416989185, train_acc: 92.88888888888889, test_acc: 89.48148148148148
kernel: rbf, c: 2.424897060912501, gamma: 0.02094840262484866, train_acc: 89.92592592592594, test_acc: 88.14814814814815
kernel: rbf, c: 4.254732196741987, gamma: 0.01998395490301786, train_acc: 91.96296296296296, test_acc: 88.14814814814815
kernel: rbf, c: 3.782163209561343, gamma: 0.019429210486722796, train_acc: 91.2962962962963, test_acc: 88.14814814814815
kernel: rbf, c: 4.710248583307571, gamma: 0.02035001741134635, train_acc: 92.18518518518518, test_acc: 88.88888888888889
kernel: rbf, c: 2.0291165665768274, gamma: 0.0185141781164034, train_acc: 88.77777777777777, test_acc: 86.96296296296296
kernel: rbf, c: 4.327586405492644, gamma: 0.09374208804435104, train_acc: 99.92592592592592, test_acc: 89.48148148148148
kernel: rbf, c: 2.809519923597793, gamma: 0.02136972372499222, train_acc: 90.85185185185185, test_acc: 87.85185185185185
kernel: rbf, c: 2.588444728119239, gamma: 0.01653618264599349, train_acc: 88.74074074074075, test_acc: 87.1111111111111
kernel: rbf, c: 2.917034865082214, gamma: 0.02308757431700989, train_acc: 91.51851851851852, test_acc: 88.44444444444444
kernel: rbf, c: 3.426026684148293, gamma: 0.016007755175399634, train_acc: 89.48148148148148, test_acc: 87.25925925925925
kernel: rbf, c: 2.151959029015025, gamma: 0.03975894741487561, train_acc: 94.14814814814815, test_acc: 90.07407407407408
kernel: rbf, c: 3.756985698843657, gamma: 0.05411672266267482, train_acc: 97.66666666666667, test_acc: 90.66666666666666
kernel: rbf, c: 4.3744444389729775, gamma: 0.037731730660392676, train_acc: 96.0, test_acc: 90.81481481481481
kernel: rbf, c: 2.3838275356736784, gamma: 0.05640434754774589, train_acc: 96.55555555555554, test_acc: 90.66666666666666
kernel: rbf, c: 3.814272594530855, gamma: 0.10492666385863904, train_acc: 99.92592592592592, test_acc: 89.33333333333333
kernel: rbf, c: 4.255651297128681, gamma: 0.01807025989566968, train_acc: 91.18518518518518, test_acc: 88.29629629629629
kernel: rbf, c: 3.1159833210939283, gamma: 0.07506431980657079, train_acc: 98.74074074074073, test_acc: 91.25925925925927
kernel: rbf, c: 4.885807250211457, gamma: 0.04511819294776667, train_acc: 97.48148148148148, test_acc: 90.37037037037037
kernel: rbf, c: 4.773204161245186, gamma: 0.01676847922497688, train_acc: 91.03703703703704, test_acc: 88.14814814814815
kernel: rbf, c: 3.9020015766100133, gamma: 0.06325267202325342, train_acc: 98.55555555555556, test_acc: 90.96296296296296
kernel: rbf, c: 4.488087923235302, gamma: 0.031772775240715506, train_acc: 95.25925925925925, test_acc: 90.07407407407408
